"REF_DATE","GEO","DGUID","Main industry based on the North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Medicine Hat, Alberta","2021S0504805","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725854","129.6.1","1720","","","","0"
"2022","Medicine Hat, Alberta","2021S0504805","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725854","129.6.1","1660","","","","0"
"2023","Medicine Hat, Alberta","2021S0504805","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725854","129.6.1","1720","","","","0"
"2017","Brooks, Alberta","2021S0504806","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725962","130.2.1","990","","","","0"
"2018","Brooks, Alberta","2021S0504806","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725962","130.2.1","1000","","","","0"
"2019","Brooks, Alberta","2021S0504806","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725962","130.2.1","1100","","","","0"
"2020","Brooks, Alberta","2021S0504806","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725962","130.2.1","1200","","","","0"
"2021","Brooks, Alberta","2021S0504806","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725962","130.2.1","220","","","","0"
"2022","Brooks, Alberta","2021S0504806","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725962","130.2.1","230","","","","0"
"2023","Brooks, Alberta","2021S0504806","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725962","130.2.1","280","","","","0"
"2017","Brooks, Alberta","2021S0504806","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725968","130.3.1","850","","","","0"
"2018","Brooks, Alberta","2021S0504806","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725968","130.3.1","990","","","","0"
"2019","Brooks, Alberta","2021S0504806","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725968","130.3.1","960","","","","0"
"2020","Brooks, Alberta","2021S0504806","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725968","130.3.1","790","","","","0"
"2021","Brooks, Alberta","2021S0504806","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725968","130.3.1","590","","","","0"
"2022","Brooks, Alberta","2021S0504806","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725968","130.3.1","660","","","","0"
"2023","Brooks, Alberta","2021S0504806","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725968","130.3.1","600","","","","0"
"2017","Brooks, Alberta","2021S0504806","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725974","130.4.1","60","","","","0"
"2018","Brooks, Alberta","2021S0504806","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725974","130.4.1","70","","","","0"
"2019","Brooks, Alberta","2021S0504806","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725974","130.4.1","60","","","","0"
"2020","Brooks, Alberta","2021S0504806","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725974","130.4.1","60","","","","0"
"2021","Brooks, Alberta","2021S0504806","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725974","130.4.1","40","","","","0"
"2022","Brooks, Alberta","2021S0504806","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725974","130.4.1","40","","","","0"
"2023","Brooks, Alberta","2021S0504806","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725974","130.4.1","40","","","","0"
"2017","Brooks, Alberta","2021S0504806","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725980","130.5.1","810","","","","0"
"2018","Brooks, Alberta","2021S0504806","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725980","130.5.1","710","","","","0"
"2019","Brooks, Alberta","2021S0504806","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725980","130.5.1","670","","","","0"
"2020","Brooks, Alberta","2021S0504806","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725980","130.5.1","600","","","","0"
"2021","Brooks, Alberta","2021S0504806","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725980","130.5.1","390","","","","0"
"2022","Brooks, Alberta","2021S0504806","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725980","130.5.1","460","","","","0"
"2023","Brooks, Alberta","2021S0504806","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725980","130.5.1","570","","","","0"
"2017","Brooks, Alberta","2021S0504806","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725986","130.6.1","2750","","","","0"
"2018","Brooks, Alberta","2021S0504806","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725986","130.6.1","2930","","","","0"
"2019","Brooks, Alberta","2021S0504806","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725986","130.6.1","2920","","","","0"
"2020","Brooks, Alberta","2021S0504806","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725986","130.6.1","2990","","","","0"
"2021","Brooks, Alberta","2021S0504806","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725986","130.6.1","2880","","","","0"
"2022","Brooks, Alberta","2021S0504806","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725986","130.6.1","3020","","","","0"
"2023","Brooks, Alberta","2021S0504806","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725986","130.6.1","3160","","","","0"
"2017","Lethbridge, Alberta","2021S0503810","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726094","131.2.1","2300","","","","0"
"2018","Lethbridge, Alberta","2021S0503810","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726094","131.2.1","2370","","","","0"
"2019","Lethbridge, Alberta","2021S0503810","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726094","131.2.1","2390","","","","0"
"2020","Lethbridge, Alberta","2021S0503810","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726094","131.2.1","2710","","","","0"
"2021","Lethbridge, Alberta","2021S0503810","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726094","131.2.1","2720","","","","0"
"2022","Lethbridge, Alberta","2021S0503810","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726094","131.2.1","2630","","","","0"
"2023","Lethbridge, Alberta","2021S0503810","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726094","131.2.1","2720","","","","0"
"2017","Lethbridge, Alberta","2021S0503810","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726100","131.3.1","620","","","","0"
"2018","Lethbridge, Alberta","2021S0503810","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726100","131.3.1","700","","","","0"
"2019","Lethbridge, Alberta","2021S0503810","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726100","131.3.1","640","","","","0"
"2020","Lethbridge, Alberta","2021S0503810","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726100","131.3.1","590","","","","0"
"2021","Lethbridge, Alberta","2021S0503810","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726100","131.3.1","610","","","","0"
"2022","Lethbridge, Alberta","2021S0503810","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726100","131.3.1","680","","","","0"
"2023","Lethbridge, Alberta","2021S0503810","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726100","131.3.1","700","","","","0"
"2017","Lethbridge, Alberta","2021S0503810","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726106","131.4.1","180","","","","0"
"2018","Lethbridge, Alberta","2021S0503810","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726106","131.4.1","160","","","","0"
"2019","Lethbridge, Alberta","2021S0503810","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726106","131.4.1","160","","","","0"
"2020","Lethbridge, Alberta","2021S0503810","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726106","131.4.1","150","","","","0"
"2021","Lethbridge, Alberta","2021S0503810","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130726106","131.4.1","130","","","","0"
